powertrain_type,region,year,veh_cost,fuel_cost,insurance_euro,mr_euro,quartile,km,value,TCO,TCO_percent
ICE-G,western europe,2021,4140.891473397084,7.425000000000002,1608.0,1876.0,Q1,2500,35,3.1242065893588338,1.0934723062755918
ICE-G,western europe,2021,4140.891473397084,7.425000000000002,1608.0,1876.0,Q2,10000,35,0.8367391473397084,0.292858701568898
ICE-G,western europe,2021,4140.891473397084,7.425000000000002,1608.0,1876.0,Q3,20000,20,0.45549457366985424,0.09109891473397085
ICE-G,western europe,2021,4140.891473397084,7.425000000000002,1608.0,1876.0,Q4,40000,10,0.26487228683492714,0.026487228683492715
ICE-D,western europe,2021,4449.913225143136,5.588000000000001,1728.0,2016.0,Q1,2500,35,3.333445290057255,1.1667058515200392
ICE-D,western europe,2021,4449.913225143136,5.588000000000001,1728.0,2016.0,Q2,10000,35,0.8752713225143137,0.30634496288000984
ICE-D,western europe,2021,4449.913225143136,5.588000000000001,1728.0,2016.0,Q3,20000,20,0.4655756612571569,0.09311513225143138
ICE-D,western europe,2021,4449.913225143136,5.588000000000001,1728.0,2016.0,Q4,40000,10,0.2607278306285784,0.026072783062857843
CNG,western europe,2021,4712.9994526203645,5.04,1435.85,1723.02,Q1,2500,35,3.199147781048146,1.1197017233668511
CNG,western europe,2021,4712.9994526203645,5.04,1435.85,1723.02,Q2,10000,35,0.8375869452620366,0.2931554308417128
CNG,western europe,2021,4712.9994526203645,5.04,1435.85,1723.02,Q3,20000,20,0.4439934726310183,0.08879869452620365
CNG,western europe,2021,4712.9994526203645,5.04,1435.85,1723.02,Q4,40000,10,0.24719673631550915,0.024719673631550917
HEV,western europe,2021,4440.642572590754,6.75,1580.7,1293.3,Q1,2500,35,2.9933570290363014,1.0476749601627056
HEV,western europe,2021,4440.642572590754,6.75,1580.7,1293.3,Q2,10000,35,0.7989642572590754,0.2796374900406764
HEV,western europe,2021,4440.642572590754,6.75,1580.7,1293.3,Q3,20000,20,0.4332321286295377,0.08664642572590754
HEV,western europe,2021,4440.642572590754,6.75,1580.7,1293.3,Q4,40000,10,0.2503660643147688,0.02503660643147688
PHEV,western europe,2021,4876.363242552687,4.2,1578.0,1104.6,Q1,2500,35,3.0655852970210744,1.072954853957376
PHEV,western europe,2021,4876.363242552687,4.2,1578.0,1104.6,Q2,10000,35,0.7978963242552687,0.27926371348934403
PHEV,western europe,2021,4876.363242552687,4.2,1578.0,1104.6,Q3,20000,20,0.4199481621276343,0.08398963242552686
PHEV,western europe,2021,4876.363242552687,4.2,1578.0,1104.6,Q4,40000,10,0.23097408106381717,0.02309740810638172
BEV,western europe,2021,4909.727291481931,2.25,1867.5,1120.5,Q1,2500,35,3.1815909165927727,1.1135568208074704
BEV,western europe,2021,4909.727291481931,2.25,1867.5,1120.5,Q2,10000,35,0.8122727291481932,0.2842954552018676
BEV,western europe,2021,4909.727291481931,2.25,1867.5,1120.5,Q3,20000,20,0.4173863645740966,0.08347727291481932
BEV,western europe,2021,4909.727291481931,2.25,1867.5,1120.5,Q4,40000,10,0.2199431822870483,0.02199431822870483
FCEV,western europe,2021,6191.10086852827,8.25,2288.0,1830.4,Q1,2500,35,4.206300347411307,1.4722051215939576
FCEV,western europe,2021,6191.10086852827,8.25,2288.0,1830.4,Q2,10000,35,1.113450086852827,0.38970753039848943
FCEV,western europe,2021,6191.10086852827,8.25,2288.0,1830.4,Q3,20000,20,0.5979750434264135,0.1195950086852827
FCEV,western europe,2021,6191.10086852827,8.25,2288.0,1830.4,Q4,40000,10,0.34023752171320676,0.03402375217132068
ICE-G,western europe,2022,4140.891473397084,7.499250000000001,1608.0,1876.0,Q1,2500,35,3.1249490893588336,1.0937321812755918
ICE-G,western europe,2022,4140.891473397084,7.499250000000001,1608.0,1876.0,Q2,10000,35,0.8374816473397084,0.29311857656889795
ICE-G,western europe,2022,4140.891473397084,7.499250000000001,1608.0,1876.0,Q3,20000,20,0.4562370736698542,0.09124741473397084
ICE-G,western europe,2022,4140.891473397084,7.499250000000001,1608.0,1876.0,Q4,40000,10,0.2656147868349271,0.026561478683492713
ICE-D,western europe,2022,4449.913225143136,5.74024,1728.0,2016.0,Q1,2500,35,3.3349676900572547,1.1672386915200392
ICE-D,western europe,2022,4449.913225143136,5.74024,1728.0,2016.0,Q2,10000,35,0.8767937225143136,0.30687780288000976
ICE-D,western europe,2022,4449.913225143136,5.74024,1728.0,2016.0,Q3,20000,20,0.46709806125715686,0.09341961225143137
ICE-D,western europe,2022,4449.913225143136,5.74024,1728.0,2016.0,Q4,40000,10,0.26225023062857844,0.02622502306285784
CNG,western europe,2022,4712.9994526203645,5.0904,1435.85,1723.02,Q1,2500,35,3.1996517810481464,1.1198781233668513
CNG,western europe,2022,4712.9994526203645,5.0904,1435.85,1723.02,Q2,10000,35,0.8380909452620365,0.29333183084171277
CNG,western europe,2022,4712.9994526203645,5.0904,1435.85,1723.02,Q3,20000,20,0.4444974726310183,0.08889949452620366
CNG,western europe,2022,4712.9994526203645,5.0904,1435.85,1723.02,Q4,40000,10,0.24770073631550915,0.024770073631550912
HEV,western europe,2022,4437.923181175388,6.817500000000001,1579.7320000000002,1292.508,Q1,2500,35,2.992240272470155,1.0472840953645544
HEV,western europe,2022,4437.923181175388,6.817500000000001,1579.7320000000002,1292.508,Q2,10000,35,0.7991913181175387,0.27971696134113855
HEV,western europe,2022,4437.923181175388,6.817500000000001,1579.7320000000002,1292.508,Q3,20000,20,0.4336831590587694,0.0867366318117539
HEV,western europe,2022,4437.923181175388,6.817500000000001,1579.7320000000002,1292.508,Q4,40000,10,0.2509290795293847,0.02509290795293847
PHEV,western europe,2022,4865.485676891225,4.2570000000000014,1574.48,1102.136,Q1,2500,35,3.05941067075649,1.0707937347647716
PHEV,western europe,2022,4865.485676891225,4.2570000000000014,1574.48,1102.136,Q2,10000,35,0.7967801676891225,0.2788730586911929
PHEV,western europe,2022,4865.485676891225,4.2570000000000014,1574.48,1102.136,Q3,20000,20,0.41967508384456126,0.08393501676891224
PHEV,western europe,2022,4865.485676891225,4.2570000000000014,1574.48,1102.136,Q4,40000,10,0.23112254192228066,0.023112254192228066
BEV,western europe,2022,4846.104587088966,2.295,1843.3,1105.98,Q1,2500,35,3.1411038348355858,1.099386342192455
BEV,western europe,2022,4846.104587088966,2.295,1843.3,1105.98,Q2,10000,35,0.8024884587088965,0.2808709605481138
BEV,western europe,2022,4846.104587088966,2.295,1843.3,1105.98,Q3,20000,20,0.41271922935444827,0.08254384587088966
BEV,western europe,2022,4846.104587088966,2.295,1843.3,1105.98,Q4,40000,10,0.21783461467722412,0.021783461467722413
FCEV,western europe,2022,5930.942042914349,8.055,2191.855,1753.484,Q1,2500,35,4.03106241716574,1.410871846008009
FCEV,western europe,2022,5930.942042914349,8.055,2191.855,1753.484,Q2,10000,35,1.068178104291435,0.3738623365020022
FCEV,western europe,2022,5930.942042914349,8.055,2191.855,1753.484,Q3,20000,20,0.5743640521457175,0.1148728104291435
FCEV,western europe,2022,5930.942042914349,8.055,2191.855,1753.484,Q4,40000,10,0.32745702607285876,0.032745702607285876
ICE-G,western europe,2023,4140.891473397084,7.574242500000001,1608.0,1876.0,Q1,2500,35,3.1256990143588337,1.093994655025592
ICE-G,western europe,2023,4140.891473397084,7.574242500000001,1608.0,1876.0,Q2,10000,35,0.8382315723397085,0.29338105031889794
ICE-G,western europe,2023,4140.891473397084,7.574242500000001,1608.0,1876.0,Q3,20000,20,0.4569869986698542,0.09139739973397085
ICE-G,western europe,2023,4140.891473397084,7.574242500000001,1608.0,1876.0,Q4,40000,10,0.2663647118349271,0.02663647118349271
ICE-D,western europe,2023,4449.913225143136,5.89665824,1728.0,2016.0,Q1,2500,35,3.336531872457255,1.167786155360039
ICE-D,western europe,2023,4449.913225143136,5.89665824,1728.0,2016.0,Q2,10000,35,0.8783579049143136,0.30742526672000975
ICE-D,western europe,2023,4449.913225143136,5.89665824,1728.0,2016.0,Q3,20000,20,0.4686622436571568,0.09373244873143136
ICE-D,western europe,2023,4449.913225143136,5.89665824,1728.0,2016.0,Q4,40000,10,0.26381441302857844,0.026381441302857845
CNG,western europe,2023,4712.9994526203645,5.141304,1435.85,1723.02,Q1,2500,35,3.2001608210481463,1.1200562873668511
CNG,western europe,2023,4712.9994526203645,5.141304,1435.85,1723.02,Q2,10000,35,0.8385999852620366,0.2935099948417128
CNG,western europe,2023,4712.9994526203645,5.141304,1435.85,1723.02,Q3,20000,20,0.4450065126310183,0.08900130252620367
CNG,western europe,2023,4712.9994526203645,5.141304,1435.85,1723.02,Q4,40000,10,0.24820977631550914,0.024820977631550917
HEV,western europe,2023,4435.312565416638,6.885675000000001,1578.80272,1291.7476800000002,Q1,2500,35,2.9912019361666555,1.0469206776583295
HEV,western europe,2023,4435.312565416638,6.885675000000001,1578.80272,1291.7476800000002,Q2,10000,35,0.7994430465416639,0.27980506628958235
HEV,western europe,2023,4435.312565416638,6.885675000000001,1578.80272,1291.7476800000002,Q3,20000,20,0.43414989827083195,0.08682997965416639
HEV,western europe,2023,4435.312565416638,6.885675000000001,1578.80272,1291.7476800000002,Q4,40000,10,0.251503324135416,0.025150332413541598
PHEV,western europe,2023,4855.043213856222,4.314870000000001,1571.1008,1099.77056,Q1,2500,35,3.053514529542489,1.0687300853398711
PHEV,western europe,2023,4855.043213856222,4.314870000000001,1571.1008,1099.77056,Q2,10000,35,0.7957401573856222,0.27850905508496776
PHEV,western europe,2023,4855.043213856222,4.314870000000001,1571.1008,1099.77056,Q3,20000,20,0.41944442869281107,0.08388888573856221
PHEV,western europe,2023,4855.043213856222,4.314870000000001,1571.1008,1099.77056,Q4,40000,10,0.23129656434640555,0.023129656434640555
BEV,western europe,2023,4785.026790871718,2.3409,1820.0679999999993,1092.0407999999995,Q1,2500,35,3.1022632363486866,1.0857921327220403
BEV,western europe,2023,4785.026790871718,2.3409,1820.0679999999993,1092.0407999999995,Q2,10000,35,0.7931225590871717,0.2775928956805101
BEV,western europe,2023,4785.026790871718,2.3409,1820.0679999999993,1092.0407999999995,Q3,20000,20,0.40826577954358584,0.08165315590871718
BEV,western europe,2023,4785.026790871718,2.3409,1820.0679999999993,1092.0407999999995,Q4,40000,10,0.2158373897717929,0.02158373897717929
FCEV,western europe,2023,5689.515288631303,7.8705,2102.6326750000003,1682.10614,Q1,2500,35,3.868406641452521,1.3539423245083824
FCEV,western europe,2023,5689.515288631303,7.8705,2102.6326750000003,1682.10614,Q2,10000,35,1.0261304103631304,0.3591456436270956
FCEV,western europe,2023,5689.515288631303,7.8705,2102.6326750000003,1682.10614,Q3,20000,20,0.5524177051815652,0.11048354103631304
FCEV,western europe,2023,5689.515288631303,7.8705,2102.6326750000003,1682.10614,Q4,40000,10,0.31556135259078255,0.03155613525907826
ICE-G,western europe,2024,4140.891473397084,7.649984925000003,1608.0,1876.0,Q1,2500,35,3.126456438608834,1.0942597535130918
ICE-G,western europe,2024,4140.891473397084,7.649984925000003,1608.0,1876.0,Q2,10000,35,0.8389889965897084,0.29364614880639794
ICE-G,western europe,2024,4140.891473397084,7.649984925000003,1608.0,1876.0,Q3,20000,20,0.45774442291985423,0.09154888458397085
ICE-G,western europe,2024,4140.891473397084,7.649984925000003,1608.0,1876.0,Q4,40000,10,0.26712213608492713,0.026712213608492713
ICE-D,western europe,2024,4449.913225143136,6.0573700211200014,1728.0,2016.0,Q1,2500,35,3.3381389902684546,1.1683486465939592
ICE-D,western europe,2024,4449.913225143136,6.0573700211200014,1728.0,2016.0,Q2,10000,35,0.8799650227255137,0.3079877579539298
ICE-D,western europe,2024,4449.913225143136,6.0573700211200014,1728.0,2016.0,Q3,20000,20,0.47026936146835685,0.09405387229367136
ICE-D,western europe,2024,4449.913225143136,6.0573700211200014,1728.0,2016.0,Q4,40000,10,0.26542153083977843,0.026542153083977844
CNG,western europe,2024,4712.9994526203645,5.19271704,1435.85,1723.02,Q1,2500,35,3.2006749514481463,1.1202362330068512
CNG,western europe,2024,4712.9994526203645,5.19271704,1435.85,1723.02,Q2,10000,35,0.8391141156620365,0.29368994048171276
CNG,western europe,2024,4712.9994526203645,5.19271704,1435.85,1723.02,Q3,20000,20,0.4455206430310183,0.08910412860620365
CNG,western europe,2024,4712.9994526203645,5.19271704,1435.85,1723.02,Q4,40000,10,0.24872390671550915,0.024872390671550913
HEV,western europe,2024,4432.806374288238,6.954531750000001,1577.9106111999997,1291.0177727999999,Q1,2500,35,2.990239220815295,1.046583727285353
HEV,western europe,2024,4432.806374288238,6.954531750000001,1577.9106111999997,1291.0177727999999,Q2,10000,35,0.7997187933288238,0.27990157766508833
HEV,western europe,2024,4432.806374288238,6.954531750000001,1577.9106111999997,1291.0177727999999,Q3,20000,20,0.43463205541441186,0.08692641108288238
HEV,western europe,2024,4432.806374288238,6.954531750000001,1577.9106111999997,1291.0177727999999,Q4,40000,10,0.25208868645720595,0.025208868645720594
PHEV,western europe,2024,4845.018449342619,4.3736247000000015,1567.856768,1097.4997376000001,Q1,2500,35,3.047886228977047,1.0667601801419666
PHEV,western europe,2024,4845.018449342619,4.3736247000000015,1567.856768,1097.4997376000001,Q2,10000,35,0.7947737424942618,0.27817080987299164
PHEV,western europe,2024,4845.018449342619,4.3736247000000015,1567.856768,1097.4997376000001,Q3,20000,20,0.4192549947471309,0.08385099894942619
PHEV,western europe,2024,4845.018449342619,4.3736247000000015,1567.856768,1097.4997376000001,Q4,40000,10,0.23149562087356546,0.023149562087356544
BEV,western europe,2024,4726.392106503163,2.387718,1797.7652799999998,1078.6591680000001,Q1,2500,35,3.065003801801265,1.0727513306304426
BEV,western europe,2024,4726.392106503163,2.387718,1797.7652799999998,1078.6591680000001,Q2,10000,35,0.7841588354503163,0.2744555924076107
BEV,western europe,2024,4726.392106503163,2.387718,1797.7652799999998,1078.6591680000001,Q3,20000,20,0.4040180077251581,0.08080360154503163
BEV,western europe,2024,4726.392106503163,2.387718,1797.7652799999998,1078.6591680000001,Q4,40000,10,0.21394759386257906,0.021394759386257903
FCEV,western europe,2024,5465.453591057223,7.696133999999999,2019.8278273750004,1615.8622619000002,Q1,2500,35,3.7174188121328893,1.3010965842465112
FCEV,western europe,2024,5465.453591057223,7.696133999999999,2019.8278273750004,1615.8622619000002,Q2,10000,35,0.9870757080332223,0.3454764978116278
FCEV,western europe,2024,5465.453591057223,7.696133999999999,2019.8278273750004,1615.8622619000002,Q3,20000,20,0.5320185240166111,0.10640370480332223
FCEV,western europe,2024,5465.453591057223,7.696133999999999,2019.8278273750004,1615.8622619000002,Q4,40000,10,0.30448993200830554,0.03044899320083055
ICE-G,western europe,2025,4788.292043305061,8.499133251675001,1859.4,2169.3,Q1,2500,35,3.6117881498387745,1.264125852443571
ICE-G,western europe,2025,4788.292043305061,8.499133251675001,1859.4,2169.3,Q2,10000,35,0.966690536847256,0.33834168789653957
ICE-G,western europe,2025,4788.292043305061,8.499133251675001,1859.4,2169.3,Q3,20000,20,0.525840934682003,0.10516818693640059
ICE-G,western europe,2025,4788.292043305061,8.499133251675001,1859.4,2169.3,Q4,40000,10,0.3054161335993765,0.030541613359937655
ICE-D,western europe,2025,4942.802919178087,6.844743223031298,1919.4,2239.3,Q1,2500,35,3.709048599901548,1.2981670099655418
ICE-D,western europe,2025,4942.802919178087,6.844743223031298,1919.4,2239.3,Q2,10000,35,0.9785977241481219,0.3425092034518426
ICE-D,western europe,2025,4942.802919178087,6.844743223031298,1919.4,2239.3,Q3,20000,20,0.5235225781892174,0.10470451563784348
ICE-D,western europe,2025,4942.802919178087,6.844743223031298,1919.4,2239.3,Q4,40000,10,0.2959850052097652,0.02959850052097652
CNG,western europe,2025,4712.9994526203645,5.244644210400001,1435.85,1723.02,Q1,2500,35,3.201194223152146,1.1204179781032513
CNG,western europe,2025,4712.9994526203645,5.244644210400001,1435.85,1723.02,Q2,10000,35,0.8396333873660365,0.2938716855781128
CNG,western europe,2025,4712.9994526203645,5.244644210400001,1435.85,1723.02,Q3,20000,20,0.4460399147350183,0.08920798294700366
CNG,western europe,2025,4712.9994526203645,5.244644210400001,1435.85,1723.02,Q4,40000,10,0.24924317841950916,0.024924317841950917
HEV,western europe,2025,4631.264569439904,7.726484774250003,1648.5541867520003,1348.8170618880001,Q1,2500,35,3.1287191749744623,1.0950517112410618
HEV,western europe,2025,4631.264569439904,7.726484774250003,1648.5541867520003,1348.8170618880001,Q2,10000,35,0.8401284295504905,0.2940449503426717
HEV,western europe,2025,4631.264569439904,7.726484774250003,1648.5541867520003,1348.8170618880001,Q3,20000,20,0.4586966386464953,0.09173932772929906
HEV,western europe,2025,4631.264569439904,7.726484774250003,1648.5541867520003,1348.8170618880001,Q4,40000,10,0.26798074319449766,0.026798074319449763
PHEV,western europe,2025,5036.258814044494,4.433279067000001,1629.7424972799997,1140.8197480959998,Q1,2500,35,3.1670612144381973,1.1084714250533692
PHEV,western europe,2025,5036.258814044494,4.433279067000001,1629.7424972799997,1140.8197480959998,Q2,10000,35,0.8250148966120494,0.2887552138142173
PHEV,western europe,2025,5036.258814044494,4.433279067000001,1629.7424972799997,1140.8197480959998,Q3,20000,20,0.4346738436410247,0.08693476872820494
PHEV,western europe,2025,5036.258814044494,4.433279067000001,1629.7424972799997,1140.8197480959998,Q4,40000,10,0.23950331715551235,0.023950331715551235
BEV,western europe,2025,4670.102809509348,2.43547236,1776.3546688,1065.8128012799998,Q1,2500,35,3.029262835435739,1.0602419924025086
BEV,western europe,2025,4670.102809509348,2.43547236,1776.3546688,1065.8128012799998,Q2,10000,35,0.7755817515589347,0.27145361304562715
BEV,western europe,2025,4670.102809509348,2.43547236,1776.3546688,1065.8128012799998,Q3,20000,20,0.39996823757946737,0.07999364751589347
BEV,western europe,2025,4670.102809509348,2.43547236,1776.3546688,1065.8128012799998,Q4,40000,10,0.21216148058973366,0.021216148058973365
FCEV,western europe,2025,5257.490577697005,7.531551719999999,1942.9724530768754,1554.3779624615001,Q1,2500,35,3.5772519144941524,1.2520381700729533
FCEV,western europe,2025,5257.490577697005,7.531551719999999,1942.9724530768754,1554.3779624615001,Q2,10000,35,0.9507996165235381,0.3327798657832383
FCEV,western europe,2025,5257.490577697005,7.531551719999999,1942.9724530768754,1554.3779624615001,Q3,20000,20,0.5130575668617691,0.1026115133723538
FCEV,western europe,2025,5257.490577697005,7.531551719999999,1942.9724530768754,1554.3779624615001,Q4,40000,10,0.2941865420308845,0.02941865420308845
ICE-G,western europe,2026,4788.292043305061,8.584124584191752,1859.4,2169.3,Q1,2500,35,3.6126380631639416,1.2644233221073795
ICE-G,western europe,2026,4788.292043305061,8.584124584191752,1859.4,2169.3,Q2,10000,35,0.9675404501724236,0.3386391575603483
ICE-G,western europe,2026,4788.292043305061,8.584124584191752,1859.4,2169.3,Q3,20000,20,0.5266908480071706,0.10533816960143412
ICE-G,western europe,2026,4788.292043305061,8.584124584191752,1859.4,2169.3,Q4,40000,10,0.30626604692454407,0.030626604692454408
ICE-D,western europe,2026,4942.802919178087,7.031366620487948,1919.4,2239.3,Q1,2500,35,3.7109148338761146,1.29882019185664
ICE-D,western europe,2026,4942.802919178087,7.031366620487948,1919.4,2239.3,Q2,10000,35,0.9804639581226883,0.34316238534294086
ICE-D,western europe,2026,4942.802919178087,7.031366620487948,1919.4,2239.3,Q3,20000,20,0.5253888121637839,0.10507776243275677
ICE-D,western europe,2026,4942.802919178087,7.031366620487948,1919.4,2239.3,Q4,40000,10,0.2978512391843317,0.029785123918433173
CNG,western europe,2026,4712.9994526203645,5.297090652503999,1435.85,1723.02,Q1,2500,35,3.2017186875731865,1.1206015406506153
CNG,western europe,2026,4712.9994526203645,5.297090652503999,1435.85,1723.02,Q2,10000,35,0.8401578517870766,0.2940552481254768
CNG,western europe,2026,4712.9994526203645,5.297090652503999,1435.85,1723.02,Q3,20000,20,0.4465643791560583,0.08931287583121165
CNG,western europe,2026,4712.9994526203645,5.297090652503999,1435.85,1723.02,Q4,40000,10,0.24976764284054914,0.024976764284054914
HEV,western europe,2026,4628.954863695973,7.8037496219925035,1647.73201928192,1348.14437941248,Q1,2500,35,3.127970001176074,1.094789500411626
HEV,western europe,2026,4628.954863695973,7.8037496219925035,1647.73201928192,1348.14437941248,Q2,10000,35,0.8405206224589623,0.2941822178606368
HEV,western europe,2026,4628.954863695973,7.8037496219925035,1647.73201928192,1348.14437941248,Q3,20000,20,0.4592790593394437,0.09185581186788873
HEV,western europe,2026,4628.954863695973,7.8037496219925035,1647.73201928192,1348.14437941248,Q4,40000,10,0.2686582777796843,0.026865827777968435
PHEV,western europe,2026,5027.019991068759,4.49384834007,1626.7527973888,1138.72695817216,Q1,2500,35,3.1619383820525875,1.1066784337184057
PHEV,western europe,2026,5027.019991068759,4.49384834007,1626.7527973888,1138.72695817216,Q2,10000,35,0.8241884580636718,0.2884659603222851
PHEV,western europe,2026,5027.019991068759,4.49384834007,1626.7527973888,1138.72695817216,Q3,20000,20,0.43456347073218593,0.08691269414643718
PHEV,western europe,2026,5027.019991068759,4.49384834007,1626.7527973888,1138.72695817216,Q4,40000,10,0.23975097706644297,0.023975097706644296
BEV,western europe,2026,4616.065084395286,2.4841818072,1755.800482048,1053.4802892288,Q1,2500,35,2.9949801603408344,1.0482430561192921
BEV,western europe,2026,4616.065084395286,2.4841818072,1755.800482048,1053.4802892288,Q2,10000,35,0.7673764036392087,0.26858174127372303
BEV,western europe,2026,4616.065084395286,2.4841818072,1755.800482048,1053.4802892288,Q3,20000,20,0.3961091108556043,0.07922182217112086
BEV,western europe,2026,4616.065084395286,2.4841818072,1755.800482048,1053.4802892288,Q4,40000,10,0.21047546446380216,0.021047546446380218
FCEV,western europe,2026,5064.4530656403385,7.376417992799999,1871.6329874527844,1497.3063899622275,Q1,2500,35,3.44712115715014,1.206492405002549
FCEV,western europe,2026,5064.4530656403385,7.376417992799999,1871.6329874527844,1497.3063899622275,Q2,10000,35,0.9171034242335351,0.32098619848173726
FCEV,western europe,2026,5064.4530656403385,7.376417992799999,1871.6329874527844,1497.3063899622275,Q3,20000,20,0.49543380208076754,0.09908676041615351
FCEV,western europe,2026,5064.4530656403385,7.376417992799999,1871.6329874527844,1497.3063899622275,Q4,40000,10,0.28459899100438374,0.028459899100438377
ICE-G,western europe,2027,4788.292043305061,8.66996583003367,1859.4,2169.3,Q1,2500,35,3.613496475622361,1.2647237664678264
ICE-G,western europe,2027,4788.292043305061,8.66996583003367,1859.4,2169.3,Q2,10000,35,0.9683988626308427,0.338939601920795
ICE-G,western europe,2027,4788.292043305061,8.66996583003367,1859.4,2169.3,Q3,20000,20,0.5275492604655897,0.10550985209311793
ICE-G,western europe,2027,4788.292043305061,8.66996583003367,1859.4,2169.3,Q4,40000,10,0.30712445938296323,0.03071244593829632
ICE-D,western europe,2027,4942.802919178087,7.223114884817622,1919.4,2239.3,Q1,2500,35,3.7128323165194117,1.2994913107817943
ICE-D,western europe,2027,4942.802919178087,7.223114884817622,1919.4,2239.3,Q2,10000,35,0.982381440765985,0.3438335042680947
ICE-D,western europe,2027,4942.802919178087,7.223114884817622,1919.4,2239.3,Q3,20000,20,0.5273062948070806,0.1054612589614161
ICE-D,western europe,2027,4942.802919178087,7.223114884817622,1919.4,2239.3,Q4,40000,10,0.2997687218276284,0.02997687218276284
CNG,western europe,2027,4712.9994526203645,5.350061559029039,1435.85,1723.02,Q1,2500,35,3.2022483966384367,1.1207869388234528
CNG,western europe,2027,4712.9994526203645,5.350061559029039,1435.85,1723.02,Q2,10000,35,0.840687560852327,0.2942406462983145
CNG,western europe,2027,4712.9994526203645,5.350061559029039,1435.85,1723.02,Q3,20000,20,0.4470940882213087,0.08941881764426174
CNG,western europe,2027,4712.9994526203645,5.350061559029039,1435.85,1723.02,Q4,40000,10,0.25029735190579955,0.025029735190579955
HEV,western europe,2027,4626.7375461817965,7.8817871182124275,1646.942738510643,1347.4986042359806,Q1,2500,35,3.127289426753492,1.094551299363722
HEV,western europe,2027,4626.7375461817965,7.8817871182124275,1646.942738510643,1347.4986042359806,Q2,10000,35,0.8409357600749662,0.2943275160262382
HEV,western europe,2027,4626.7375461817965,7.8817871182124275,1646.942738510643,1347.4986042359806,Q3,20000,20,0.4598768156285452,0.09197536312570903
HEV,western europe,2027,4626.7375461817965,7.8817871182124275,1646.942738510643,1347.4986042359806,Q4,40000,10,0.2693473434053347,0.02693473434053347
PHEV,western europe,2027,5018.150721012052,4.555348035518701,1623.882685493248,1136.7178798452735,Q1,2500,35,3.157053994895416,1.1049688982133956
PHEV,western europe,2027,5018.150721012052,4.555348035518701,1623.882685493248,1136.7178798452735,Q2,10000,35,0.8234286089902443,0.2882000131465855
PHEV,western europe,2027,5018.150721012052,4.555348035518701,1623.882685493248,1136.7178798452735,Q3,20000,20,0.43449104467271565,0.08689820893454313
PHEV,western europe,2027,5018.150721012052,4.555348035518701,1623.882685493248,1136.7178798452735,Q4,40000,10,0.2400222625139513,0.02400222625139513
BEV,western europe,2027,4564.188868285786,2.5338654433439998,1736.0684627660798,1041.6410776596479,Q1,2500,35,2.9620980179180454,1.036734306271316
BEV,western europe,2027,4564.188868285786,2.5338654433439998,1736.0684627660798,1041.6410776596479,Q2,10000,35,0.7595284953045913,0.26583497335660694
BEV,western europe,2027,4564.188868285786,2.5338654433439998,1736.0684627660798,1041.6410776596479,Q3,20000,20,0.3924335748690157,0.07848671497380315
BEV,western europe,2027,4564.188868285786,2.5338654433439998,1736.0684627660798,1041.6410776596479,Q4,40000,10,0.20888611465122783,0.020888611465122785
FCEV,western europe,2027,4885.254163021486,7.230412181519999,1805.4077558019553,1444.3262046415643,Q1,2500,35,3.3262993712012023,1.1642047799204207
