region,year,powertrain_type,sum_volume,sum_powertrain,ratio_volume
south korea,2020,ICE-G,2.365747,3.649462,0.6482454126115027
south korea,2020,ICE-LPG,0.113579,3.649462,0.031122121562027497
south korea,2020,PHEV,0.034873,3.649462,0.00955565505271736
south korea,2021,BEV,0.222879,3.6755220000000004,0.060638733763530725
south korea,2021,FCEV,0.009438,3.6755220000000004,0.002567798533106318
south korea,2021,HEV,0.437438,3.6755220000000004,0.11901384347583825
south korea,2021,ICE-D,0.54412,3.6755220000000004,0.1480388363884096
south korea,2021,ICE-G,2.327537,3.6755220000000004,0.6332534535230642
south korea,2021,ICE-LPG,0.081567,3.6755220000000004,0.022191949878139754
south korea,2021,PHEV,0.052543,3.6755220000000004,0.01429538443791113
south korea,2022,BEV,0.326571,3.9408739999999995,0.08286765829102885
south korea,2022,FCEV,0.010695,3.9408739999999995,0.002713864995429948
south korea,2022,HEV,0.57783,3.9408739999999995,0.1466248349985308
south korea,2022,ICE-D,0.502962,3.9408739999999995,0.12762701877806804
south korea,2022,ICE-G,2.398044,3.9408739999999995,0.6085056259093796
south korea,2022,ICE-LPG,0.068815,3.9408739999999995,0.017461862520851974
south korea,2022,PHEV,0.055957,3.9408739999999995,0.01419913450671095
south korea,2023,BEV,0.427284,4.006527,0.10664697879235557
south korea,2023,FCEV,0.011084,4.006527,0.0027664857868173608
south korea,2023,HEV,0.599376,4.006527,0.14959989037887428
south korea,2023,ICE-D,0.464034,4.006527,0.11581951151209015
south korea,2023,ICE-G,2.385435,4.006527,0.5953872268925181
south korea,2023,ICE-LPG,0.064275,4.006527,0.016042572532270465
south korea,2023,PHEV,0.055039,4.006527,0.013737334105074044
south korea,2024,BEV,0.556302,3.7635669999999997,0.14781243432095137
south korea,2024,FCEV,0.01598,3.7635669999999997,0.004245971972865105
south korea,2024,HEV,0.581231,3.7635669999999997,0.15443620373969696
south korea,2024,ICE-D,0.406515,3.7635669999999997,0.10801322256253178
south korea,2024,ICE-G,2.10189,3.7635669999999997,0.5584834812293763
south korea,2024,ICE-LPG,0.043884,3.7635669999999997,0.011660214897197261
south korea,2024,PHEV,0.057765,3.7635669999999997,0.015348471277381271
south korea,2025,BEV,0.770358,3.744502,0.20573042823852142
south korea,2025,FCEV,0.018244,3.744502,0.0048722099761196545
south korea,2025,HEV,0.766898,3.744502,0.2048064068332718
south korea,2025,ICE-D,0.331078,3.744502,0.08841709792116548
south korea,2025,ICE-G,1.768644,3.744502,0.47233090007696615
south korea,2025,ICE-LPG,0.026346,3.744502,0.007035915590377573
south korea,2025,PHEV,0.062934,3.744502,0.016807041363577854
south korea,2026,BEV,1.12218,3.470015,0.3233934147258729
south korea,2026,FCEV,0.019113,3.470015,0.005508045354270803
south korea,2026,HEV,0.869791,3.470015,0.2506591470065691
south korea,2026,ICE-D,0.130908,3.470015,0.03772548533651872
south korea,2026,ICE-G,1.24944,3.470015,0.36006760777691166
south korea,2026,ICE-LPG,0.020658,3.470015,0.005953288386361442
south korea,2026,PHEV,0.057925,3.470015,0.01669301141349533
south korea,2027,BEV,1.351074,3.592548,0.37607681233486656
south korea,2027,FCEV,0.020294,3.592548,0.005648915477260151
south korea,2027,HEV,0.906588,3.592548,0.25235236940466765
south korea,2027,ICE-D,0.073177,3.592548,0.020369108499037454
south korea,2027,ICE-G,1.161136,3.592548,0.32320681588666317
south korea,2027,ICE-LPG,0.018994,3.592548,0.005287055315614434
south korea,2027,PHEV,0.061285,3.592548,0.017058923081890626
south korea,2028,BEV,1.513483,3.643795,0.4153589869902121
south korea,2028,FCEV,0.021356,3.643795,0.005860922472312521
south korea,2028,HEV,0.856409,3.643795,0.23503215740731848
south korea,2028,ICE-D,0.076411,3.643795,0.02097016983666754
south korea,2028,ICE-G,1.097421,3.643795,0.30117528565684953
south korea,2028,ICE-LPG,0.026846,3.643795,0.007367593401933973
south korea,2028,PHEV,0.051869,3.643795,0.01423488423470585
south korea,2029,BEV,1.581746,3.638872,0.43468030752387005
south korea,2029,FCEV,0.022815,3.638872,0.006269800091896609
south korea,2029,HEV,0.849352,3.638872,0.2334107932348266
south korea,2029,ICE-D,0.076514,3.638872,0.02102684568184866
south korea,2029,ICE-G,1.020423,3.638872,0.2804228892909671
south korea,2029,ICE-LPG,0.027175,3.638872,0.007467973591816365
south korea,2029,PHEV,0.060847,3.638872,0.01672139058477462
south korea,2030,BEV,1.706303,3.5978399999999997,0.47425761012162854
south korea,2030,FCEV,0.025731,3.5978399999999997,0.007151791074644788
south korea,2030,HEV,0.753013,3.5978399999999997,0.20929585529095238
south korea,2030,ICE-D,0.068031,3.5978399999999997,0.01890884530718431
south korea,2030,ICE-G,0.955101,3.5978399999999997,0.2654651124007738
south korea,2030,ICE-LPG,0.024417,3.5978399999999997,0.0067865719431659
south korea,2030,PHEV,0.065244,3.5978399999999997,0.018134213861650324
thailand,2018,BEV,0.0,2.670535,0.0
thailand,2018,CNG,8.7e-05,2.670535,3.257774191313725e-05
thailand,2018,HEV,0.026583,2.670535,0.009954185210079628
thailand,2018,ICE-D,1.422364,2.670535,0.5326138769946845
thailand,2018,ICE-G,1.221501,2.670535,0.4573993600533226
thailand,2018,PHEV,0.0,2.670535,0.0
thailand,2019,BEV,0.000749,2.410598,0.0003107112840880147
thailand,2019,CNG,6.7e-05,2.410598,2.779393328958209e-05
thailand,2019,HEV,0.029871,2.410598,0.012391531064076219
thailand,2019,ICE-D,1.318681,2.410598,0.5470348021528268
thailand,2019,ICE-G,1.06123,2.410598,0.44023516156571935
thailand,2019,PHEV,0.0,2.410598,0.0
thailand,2020,BEV,0.040937,1.699128,0.024092946499616276
thailand,2020,CNG,3.8e-05,1.699128,2.23644128046857e-05
thailand,2020,HEV,0.030373,1.699128,0.01787563973991365
thailand,2020,ICE-D,0.929238,1.699128,0.5468911112052771
thailand,2020,ICE-G,0.698542,1.699128,0.41111793814238834
thailand,2020,PHEV,0.0,1.699128,0.0
thailand,2021,BEV,0.036667,2.0857900000000003,0.017579430335748082
thailand,2021,CNG,4.1e-05,2.0857900000000003,1.9656820677057612e-05
thailand,2021,HEV,0.059655,2.0857900000000003,0.028600674085118825
thailand,2021,ICE-D,1.173092,2.0857900000000003,0.5624209532119724
thailand,2021,ICE-G,0.816335,2.0857900000000003,0.39137928554648355
thailand,2021,PHEV,0.0,2.0857900000000003,0.0
thailand,2022,BEV,0.018767,2.289969,0.008195307447393392
thailand,2022,CNG,3.1e-05,2.289969,1.3537301159972034e-05
thailand,2022,HEV,0.097914,2.289969,0.042757784057338766
thailand,2022,ICE-D,1.362317,2.289969,0.5949063065919232
thailand,2022,ICE-G,0.810803,2.289969,0.3540672384648002
thailand,2022,PHEV,0.000137,2.289969,5.982613738439254e-05
thailand,2023,BEV,0.026906,2.1590580000000004,0.012461916261628911
thailand,2023,CNG,3.1e-05,2.1590580000000004,1.4358113584720743e-05
thailand,2023,HEV,0.182097,2.1590580000000004,0.08434094869151268
thailand,2023,ICE-D,1.247435,2.1590580000000004,0.5777681748243909
thailand,2023,ICE-G,0.701393,2.1590580000000004,0.32486065682348503
thailand,2023,PHEV,0.001196,2.1590580000000004,0.0005539452853976131
thailand,2024,BEV,0.030534,2.1932690000000004,0.013921684936959394
thailand,2024,CNG,0.000184,2.1932690000000004,8.389303820005662e-05
thailand,2024,HEV,0.263835,2.1932690000000004,0.12029304202995617
thailand,2024,ICE-D,1.229597,2.1932690000000004,0.5606229787591034
thailand,2024,ICE-G,0.659142,2.1932690000000004,0.3005294836155528
thailand,2024,PHEV,0.009977,2.1932690000000004,0.00454891762022807
thailand,2025,BEV,0.045855,2.213151,0.02071932733012795
thailand,2025,CNG,0.000427,2.213151,0.0001929375808519166
thailand,2025,HEV,0.368957,2.213151,0.1667111733451536
thailand,2025,ICE-D,1.12296,2.213151,0.5074032454179583
thailand,2025,ICE-G,0.643671,2.213151,0.2908391700340375
thailand,2025,PHEV,0.031281,2.213151,0.014134146291870733
thailand,2026,BEV,0.066373,2.393904,0.027725840301031285
thailand,2026,CNG,0.00043,2.393904,0.00017962290885515877
thailand,2026,HEV,0.534649,2.393904,0.22333769441046927
thailand,2026,ICE-D,1.089281,2.393904,0.45502284135036325
thailand,2026,ICE-G,0.661154,2.393904,0.276182336467962
thailand,2026,PHEV,0.042017,2.393904,0.017551664561319083
thailand,2027,BEV,0.079752,2.415231,0.03302044400721919
thailand,2027,CNG,0.000437,2.415231,0.00018093507411920433
thailand,2027,HEV,0.600806,2.415231,0.24875715821799238
thailand,2027,ICE-D,1.04306,2.415231,0.43186759361733934
thailand,2027,ICE-G,0.644518,2.415231,0.2668556340987674
thailand,2027,PHEV,0.046658,2.415231,0.019318234984562553
thailand,2028,BEV,0.198329,2.448242,0.08100874014905389
thailand,2028,CNG,0.000455,2.448242,0.00018584764087863862
thailand,2028,HEV,0.702485,2.448242,0.2869344615442428
thailand,2028,ICE-D,0.90632,2.448242,0.37019216237610497
thailand,2028,ICE-G,0.594924,2.448242,0.24300048769688617
thailand,2028,PHEV,0.045729,2.448242,0.01867830059283355
thailand,2029,BEV,0.250053,2.4820660000000005,0.10074389641532497
thailand,2029,CNG,0.000464,2.4820660000000005,0.0001869410402463109
thailand,2029,HEV,0.746059,2.4820660000000005,0.30057983953690187
thailand,2029,ICE-D,0.847941,2.4820660000000005,0.34162709613684716
thailand,2029,ICE-G,0.589624,2.4820660000000005,0.23755371533230782
thailand,2029,PHEV,0.047925,2.4820660000000005,0.01930851153837166
thailand,2030,BEV,0.332255,2.542281,0.13069168986433838
thailand,2030,CNG,0.000476,2.542281,0.00018723343328294552
thailand,2030,HEV,0.77359,2.542281,0.3042897303641887
thailand,2030,ICE-D,0.798399,2.542281,0.31404828970518994
thailand,2030,ICE-G,0.589879,2.542281,0.2320274588056946
thailand,2030,PHEV,0.047682,2.542281,0.01875559782730548
turkey,2018,BEV,0.000567,1.521166,0.0003727403846785952
turkey,2018,FCEV,0.0,1.521166,0.0
turkey,2018,HEV,0.152824,1.521166,0.10046503800374186
turkey,2018,ICE-D,0.752512,1.521166,0.4946942016847602
turkey,2018,ICE-G,0.615263,1.521166,0.4044680199268193
turkey,2018,PHEV,0.0,1.521166,0.0
turkey,2019,BEV,0.002109,1.436031,0.0014686312482112157
turkey,2019,FCEV,0.0,1.436031,0.0
turkey,2019,HEV,0.203688,1.436031,0.14184094911600098
turkey,2019,ICE-D,0.614137,1.436031,0.42766277329667673
turkey,2019,ICE-G,0.616097,1.436031,0.42902764633911106
turkey,2019,PHEV,0.0,1.436031,0.0
turkey,2020,BEV,0.003177,1.2660420000000001,0.0025093954229006617
turkey,2020,FCEV,0.0,1.2660420000000001,0.0
turkey,2020,HEV,0.215465,1.2660420000000001,0.17018787686348477
turkey,2020,ICE-D,0.536168,1.2660420000000001,0.4234993783776525
turkey,2020,ICE-G,0.511232,1.2660420000000001,0.40380334933596196
turkey,2020,PHEV,0.0,1.2660420000000001,0.0
turkey,2021,BEV,0.00663,1.222094,0.005425114598386048
turkey,2021,FCEV,0.0,1.222094,0.0
turkey,2021,HEV,0.238476,1.222094,0.1951371989388705
turkey,2021,ICE-D,0.469887,1.222094,0.38449333684642917
turkey,2021,ICE-G,0.507101,1.222094,0.4149443496163143
turkey,2021,PHEV,0.0,1.222094,0.0
turkey,2022,BEV,0.017142,1.285004,0.013340036295606861
turkey,2022,FCEV,0.0,1.285004,0.0
turkey,2022,HEV,0.27486,1.285004,0.2138981668539553
turkey,2022,ICE-D,0.511915,1.285004,0.3983761918250838
turkey,2022,ICE-G,0.481087,1.285004,0.374385605025354
turkey,2022,PHEV,0.0,1.285004,0.0
turkey,2023,BEV,0.054731,1.185364,0.04617231500197407
turkey,2023,FCEV,0.0,1.185364,0.0
turkey,2023,HEV,0.319085,1.185364,0.2691873551077981
turkey,2023,ICE-D,0.361128,1.185364,0.3046557850584293
turkey,2023,ICE-G,0.434158,1.185364,0.3662655521848141
turkey,2023,PHEV,0.016262,1.185364,0.013718992646984384
turkey,2024,BEV,0.085004,1.2218040000000001,0.0695725337288141
turkey,2024,FCEV,0.0,1.2218040000000001,0.0
turkey,2024,HEV,0.365521,1.2218040000000001,0.29916500518904826
turkey,2024,ICE-D,0.290314,1.2218040000000001,0.23761094250796364
turkey,2024,ICE-G,0.431364,1.2218040000000001,0.3530549908168577
turkey,2024,PHEV,0.049601,1.2218040000000001,0.040596527757316224
turkey,2025,BEV,0.140081,1.249602,0.11210049279690654
turkey,2025,FCEV,0.0,1.249602,0.0
turkey,2025,HEV,0.448577,1.249602,0.35897589792589957
turkey,2025,ICE-D,0.198863,1.249602,0.15914107051685256
turkey,2025,ICE-G,0.375165,1.249602,0.300227592465441
turkey,2025,PHEV,0.086916,1.249602,0.06955494629490029
turkey,2026,BEV,0.217334,1.30062,0.1671003060079039
turkey,2026,FCEV,0.0,1.30062,0.0
turkey,2026,HEV,0.622233,1.30062,0.47841260322000273
turkey,2026,ICE-D,0.106269,1.30062,0.0817064169396134
turkey,2026,ICE-G,0.235852,1.30062,0.1813381310451938
turkey,2026,PHEV,0.118932,1.30062,0.09144254278728606
turkey,2027,BEV,0.315158,1.4285809999999999,0.22060912191888316
turkey,2027,FCEV,0.0,1.4285809999999999,0.0
turkey,2027,HEV,0.725876,1.4285809999999999,0.5081097956643691
turkey,2027,ICE-D,0.070631,1.4285809999999999,0.04944136874282943
turkey,2027,ICE-G,0.202784,1.4285809999999999,0.14194784894941204
turkey,2027,PHEV,0.114132,1.4285809999999999,0.07989186472450635
turkey,2028,BEV,0.370856,1.443957,0.2568331328425985
turkey,2028,FCEV,0.0,1.443957,0.0
turkey,2028,HEV,0.735321,1.443957,0.5092402336080646
turkey,2028,ICE-D,0.055641,1.443957,0.03853369594800954
turkey,2028,ICE-G,0.16932,1.443957,0.11726110957597768
turkey,2028,PHEV,0.112819,1.443957,0.07813182802534979
turkey,2029,BEV,0.429204,1.429352,0.300278727703183
turkey,2029,FCEV,0.001991,1.429352,0.0013929388981860312
turkey,2029,HEV,0.698024,1.429352,0.4883499655788077
turkey,2029,ICE-D,0.045796,1.429352,0.032039693511465336
turkey,2029,ICE-G,0.142252,1.429352,0.099522021167634
turkey,2029,PHEV,0.112085,1.429352,0.07841665314072391
turkey,2030,BEV,0.464467,1.3508390000000003,0.3438359419590343
turkey,2030,FCEV,0.002314,1.3508390000000003,0.001713009470410611
turkey,2030,HEV,0.623542,1.3508390000000003,0.46159608954138864
turkey,2030,ICE-D,0.040917,1.3508390000000003,0.030290064174931276
turkey,2030,ICE-G,0.116398,1.3508390000000003,0.08616718942819979
turkey,2030,PHEV,0.103201,1.3508390000000003,0.0763977054260352
western europe,2018,BEV,0.213002,14.56765,0.014621575889041815
western europe,2018,FCEV,7.7e-05,14.56765,5.285684375997501e-06
western europe,2018,HEV,0.415968,14.56765,0.02855422803266141
western europe,2018,ICE-D,6.058817,14.56765,0.4159090175834812
western europe,2018,ICE-G,7.693383,14.56765,0.5281142119696725
western europe,2018,PHEV,0.186403,14.56765,0.012795680840767043
western europe,2019,BEV,0.302987,13.620614,0.022244738746726105
western europe,2019,FCEV,0.000146,13.620614,1.0719046879971784e-05
western europe,2019,HEV,0.810033,13.620614,0.05947110754331633
western europe,2019,ICE-D,5.16224,13.620614,0.3790020038744215
western europe,2019,ICE-G,7.136647,13.620614,0.5239592723206163
western europe,2019,PHEV,0.208561,13.620614,0.015312158468039693
western europe,2020,BEV,0.487474,10.140440000000002,0.04807227299801586
western europe,2020,FCEV,7.3e-05,10.140440000000002,7.1988986671189795e-06
western europe,2020,HEV,1.113447,10.140440000000002,0.10980263183846065
western europe,2020,ICE-D,3.551218,10.140440000000002,0.350203541463684
western europe,2020,ICE-G,4.414637,10.140440000000002,0.43534964952211136
western europe,2020,PHEV,0.573591,10.140440000000002,0.05656470527906086
western europe,2021,BEV,0.78069,9.539385000000001,0.08183860909272452
western europe,2021,FCEV,6.5e-05,9.539385000000001,6.813856448817192e-06
western europe,2021,HEV,1.603998,9.539385000000001,0.1681448017875366
western europe,2021,ICE-D,2.751545,9.539385000000001,0.28844050219170314
western europe,2021,ICE-G,3.676721,9.539385000000001,0.3854253707131015
western europe,2021,PHEV,0.726366,9.539385000000001,0.07614390235848537
western europe,2022,BEV,1.203415,9.934707,0.12113240984359176
western europe,2022,FCEV,0.000184,9.934707,1.852092869975934e-05
western europe,2022,HEV,2.039382,9.934707,0.20527852507376412
western europe,2022,ICE-D,2.369351,9.934707,0.2384922876940407
western europe,2022,ICE-G,3.537112,9.934707,0.35603586497316936
western europe,2022,PHEV,0.785263,9.934707,0.07904239148673434
western europe,2023,BEV,2.071177,10.860361000000001,0.19070977474873993
western europe,2023,FCEV,0.001227,10.860361000000001,0.00011297966982865485
western europe,2023,HEV,2.600037,10.860361000000001,0.23940613023821214
western europe,2023,ICE-D,2.157895,10.860361000000001,0.19869459219633673
western europe,2023,ICE-G,2.999063,10.860361000000001,0.2761476345031256
western europe,2023,PHEV,1.030962,10.860361000000001,0.09492888864375686
western europe,2024,BEV,3.018869,11.581563000000001,0.2606616222698093
western europe,2024,FCEV,0.002155,11.581563000000001,0.00018607160363415538
western europe,2024,HEV,3.589674,11.581563000000001,0.309947284317324
western europe,2024,ICE-D,1.797685,11.581563000000001,0.15521955024550657
western europe,2024,ICE-G,2.019028,11.581563000000001,0.17433121936995896
western europe,2024,PHEV,1.154152,11.581563000000001,0.09965425219376693
western europe,2025,BEV,3.834346,11.717956000000001,0.3272196959947622
western europe,2025,FCEV,0.003818,11.717956000000001,0.00032582474281350776
western europe,2025,HEV,4.757846,11.717956000000001,0.4060303691189828
western europe,2025,ICE-D,0.666807,11.717956000000001,0.056904719560305565
western europe,2025,ICE-G,1.260355,11.717956000000001,0.10755758086137206
western europe,2025,PHEV,1.194784,11.717956000000001,0.10196180972176376
western europe,2026,BEV,4.591492,11.496796,0.39937144226965493
western europe,2026,FCEV,0.008419,11.496796,0.0007322909791562796
western europe,2026,HEV,5.132756,11.496796,0.44645099382471426
western europe,2026,ICE-D,0.176522,11.496796,0.015354016893054379
western europe,2026,ICE-G,0.499582,11.496796,0.043454019711230855
western europe,2026,PHEV,1.088025,11.496796,0.09463723632218925
western europe,2027,BEV,5.638497,11.503424,0.49015814769585125
western europe,2027,FCEV,0.0153,11.503424,0.0013300387780194834
western europe,2027,HEV,4.650977,11.503424,0.40431240298540677
western europe,2027,ICE-D,0.044215,11.503424,0.0038436382071981344
western europe,2027,ICE-G,0.233484,11.503424,0.020296913336411836
western europe,2027,PHEV,0.920951,11.503424,0.0800588589971125
western europe,2028,BEV,6.690023,11.563956000000001,0.5785237335735279
western europe,2028,FCEV,0.020451,11.563956000000001,0.001768512436401522
western europe,2028,HEV,3.908062,11.563956000000001,0.3379519949747301
western europe,2028,ICE-D,0.014066,11.563956000000001,0.0012163657488838593
western europe,2028,ICE-G,0.123372,11.563956000000001,0.010668667366081295
western europe,2028,PHEV,0.807982,11.563956000000001,0.06987072590037526
western europe,2029,BEV,7.870961,11.855206,0.6639244396090629
western europe,2029,FCEV,0.031487,11.855206,0.002655963970596546
western europe,2029,HEV,3.199857,11.855206,0.26991154772004805
western europe,2029,ICE-D,0.015789,11.855206,0.0013318199616269848
western europe,2029,ICE-G,0.077842,11.855206,0.006566060513836705
western europe,2029,PHEV,0.65927,11.855206,0.05561016822482882
western europe,2030,BEV,8.836922,11.774733,0.7504987161916963
western europe,2030,FCEV,0.049818,11.774733,0.0042309239623522675
western europe,2030,HEV,2.377442,11.774733,0.2019104806877574
western europe,2030,ICE-D,0.01234,11.774733,0.0010480067785825803
western europe,2030,ICE-G,0.033087,11.774733,0.002810000022930456
western europe,2030,PHEV,0.465124,11.774733,0.03950187235668104
